"Account","Codename","URL","List"
"Thomas Jarzombek","thjarzombek","https://www.facebook.com/369544409818448","CDU_FB_BTW21"
"Peter Stein, Rostock","Peter.Stein.Rostock","https://www.facebook.com/349452295159676","CDU_FB_BTW21"
"Dennis Gladiator","dennis.gladiator","https://www.facebook.com/dennis.gladiator","CDU_FB_BTW21"
"Dr. Markus Reichel","MarkusReichelCDU","https://www.facebook.com/101366211961573","CDU_FB_BTW21"
"Knut Abraham","abraham.knut","https://www.facebook.com/233822753476345","CDU_FB_BTW21"
"Maria-Lena Weiss MdB","WeissMariaLena","https://www.facebook.com/111507193904173","CDU_FB_BTW21"
"Michael Aufenanger - für die Region Kassel","aufim10","https://www.facebook.com/1509702325925046","CDU_FB_BTW21"
"Norbert Altenkamp","AltenkampMdB","https://www.facebook.com/143012542927620","CDU_FB_BTW21"
"Roderich Kiesewetter","roderich.kiesewetter","https://www.facebook.com/652126884801498","CDU_FB_BTW21"
"Michael Hennrich MdB","HennrichMdB","https://www.facebook.com/1210174475726685","CDU_FB_BTW21"
"Albert Stegemann","albertstegemann1","https://www.facebook.com/1400602380214173","CDU_FB_BTW21"
"Stephan Bunge","bunge.stephan","https://www.facebook.com/101786191818708","CDU_FB_BTW21"
"Sebastian Steineke","sebastiansteineke","https://www.facebook.com/139085289609798","CDU_FB_BTW21"
"Astrid Timmermann-Fechter","timmermannfechter","https://www.facebook.com/339337802864627","CDU_FB_BTW21"
"Markus Koob - Bundestagsabgeordneter für Hochtaunus und Oberlahn","koobmarkus","https://www.facebook.com/317917298338162","CDU_FB_BTW21"
"Georg Günther","georg.guenther.wk15","https://www.facebook.com/113491717498704","CDU_FB_BTW21"
"Günter Krings","gunter.krings.cdu","https://www.facebook.com/400578453368061","CDU_FB_BTW21"
"Dr. Stefan Heck","Dr.Stefan.Heck","https://www.facebook.com/1442170879331980","CDU_FB_BTW21"
"Christoph Bußmann","bussmann.cdu","https://www.facebook.com/105586048323370","CDU_FB_BTW21"
"Axel Müller","cduaxelmueller","https://www.facebook.com/696134357234281","CDU_FB_BTW21"
"Hans-Jürgen Thies","hansjuergenthies","https://www.facebook.com/1735588090048244","CDU_FB_BTW21"
"Frank Wyszkowski","frankwyszkowskicdu","https://www.facebook.com/106228371370026","CDU_FB_BTW21"
"Franziska Hoppermann","f.hoppermann","https://www.facebook.com/1517688175031426","CDU_FB_BTW21"
"Thomas Heilmann","thomasheilmannoffiziell","https://www.facebook.com/1014057301965054","CDU_FB_BTW21"
"Florian Fuchs","fuchs.cdu","https://www.facebook.com/1414345935455386","CDU_FB_BTW21"
"Volkmar Vogel","volkmarvogelmdb","https://www.facebook.com/246939565393407","CDU_FB_BTW21"
"Ingo Gädechens Fanpage","IngoGaedechensCDU","https://www.facebook.com/400133866760848","CDU_FB_BTW21"
"Kerstin Seyfert","kerstin.seyfert.cdupi","https://www.facebook.com/321974557906140","CDU_FB_BTW21"
"Moritz Oppelt","MoritzOppeltCDU","https://www.facebook.com/896172484061676","CDU_FB_BTW21"
"Dr. Steffen Korell","","https://www.facebook.com/1435533743361836","CDU_FB_BTW21"
"Vera Rilke-Haerst - Stadträtin","","https://www.facebook.com/1624785751134182","CDU_FB_BTW21"
"Helge Braun","helge.braun","https://www.facebook.com/61457331088","CDU_FB_BTW21"
"Rüdiger Kruse","Kruse.Ruediger","https://www.facebook.com/101773823336428","CDU_FB_BTW21"
"Ingrid Pahlmann","ipahlmann","https://www.facebook.com/169527093203108","CDU_FB_BTW21"
"Sven Volmering","volmering.sven","https://www.facebook.com/412185902235002","CDU_FB_BTW21"
"Ingo Wellenreuther","IngoWellenreuther","https://www.facebook.com/467097719983247","CDU_FB_BTW21"
"Stefan Kaufmann","StefanKaufmannMdB","https://www.facebook.com/64045221376","CDU_FB_BTW21"
"Dr. Andreas Nick","DrAndreasNick","https://www.facebook.com/574764652545364","CDU_FB_BTW21"
"Thomas Stritzl - CDU Kiel","t.stritzl","https://www.facebook.com/571531942883916","CDU_FB_BTW21"
"Maik Beermann","Beermann.Maik","https://www.facebook.com/377947178928550","CDU_FB_BTW21"
"Oliver Grundmann","mdb.olivergrundmann","https://www.facebook.com/569278623090292","CDU_FB_BTW21"
"Klaus-Dieter Gröhler","kd.groehler","https://www.facebook.com/197207043759757","CDU_FB_BTW21"
"Albert Weiler","albert.weiler.wk195","https://www.facebook.com/558945014144891","CDU_FB_BTW21"
"Dr. Roy Kühne","drroykuehne","https://www.facebook.com/1027805840692678","CDU_FB_BTW21"
"Tankred Schipanski","T.Schipanski","https://www.facebook.com/134229626612248","CDU_FB_BTW21"
"Xaver Jung","Jung.Xaver","https://www.facebook.com/166163096873071","CDU_FB_BTW21"
"Ansgar Heveling","aheveling","https://www.facebook.com/158429857667868","CDU_FB_BTW21"
"Michael Grosse-Brömer","MGrosseBroemer","https://www.facebook.com/121948104610196","CDU_FB_BTW21"
"Marie-Luise Dött","marie.luise.doett","https://www.facebook.com/146088705573868","CDU_FB_BTW21"
"Dr. Inge Gräßle","inge.graessle","https://www.facebook.com/137568042759","CDU_FB_BTW21"
"Dietrich Monstadt","dietrichmonstadt","https://www.facebook.com/1019710724716909","CDU_FB_BTW21"
"Armin Laschet","ArminLaschet","https://www.facebook.com/109478215738226","CDU_FB_BTW21"
"Simone-Tatjana Stehr","simone.tatjana.stehr","https://www.facebook.com/338822322841702","CDU_FB_BTW21"
"Carsten Linnemann","carsten.linnemann.3","https://www.facebook.com/322652114566677","CDU_FB_BTW21"
"Mathias Höschel","Mathias.Hoeschel","https://www.facebook.com/2219020651655436","CDU_FB_BTW21"
"Frank Heinrich","frankheinrichchemnitz","https://www.facebook.com/120072323812","CDU_FB_BTW21"
"Dr. Georg Kippels MdB","georg.kippels.rheinerft","https://www.facebook.com/686333338065826","CDU_FB_BTW21"
"Gero Storjohann, MdB","g.storjohann","https://www.facebook.com/99030159508","CDU_FB_BTW21"
"Sabine Weiss","SabineWeissMdB","https://www.facebook.com/263526990446424","CDU_FB_BTW21"
"Hans-Jürgen Irmer","HansJuergenIrmer","https://www.facebook.com/170178229988553","CDU_FB_BTW21"
"Astrid Mannes","wk186","https://www.facebook.com/113787399151238","CDU_FB_BTW21"
"Dr. Michael von Abercron","mvabercron","https://www.facebook.com/360162814034907","CDU_FB_BTW21"
"Hermann-Josef Tebroke","tebroke","https://www.facebook.com/204906209558507","CDU_FB_BTW21"
"Rudolf Henke","rudolfhenkemdb","https://www.facebook.com/1791506197831237","CDU_FB_BTW21"
"Theresa Gröninger","theresagroeninger","https://www.facebook.com/423433858039872","CDU_FB_BTW21"
"Torsten Schweiger","CDUSchweiger","https://www.facebook.com/216483295424239","CDU_FB_BTW21"
"Michael Weber","MichaelWeber59","https://www.facebook.com/1672473629710948","CDU_FB_BTW21"
"Melanie Bernstein","melaniebernstein.cdu","https://www.facebook.com/1584130918547858","CDU_FB_BTW21"
"Andreas Steier","SteierMdB","https://www.facebook.com/635959036592480","CDU_FB_BTW21"
"Stefan Sauer","stefan.sauer.gg","https://www.facebook.com/711815398992940","CDU_FB_BTW21"
"Ingmar Jung - für Wiesbaden im Bundestag","ingmarjung","https://www.facebook.com/112458572722498","CDU_FB_BTW21"
"Maximilian Mörseburg","maxmoerseburg","https://www.facebook.com/2364772793592996","CDU_FB_BTW21"
"Ralph Schmidt - Regionalverband im Herzen","ralphschmidt2019","https://www.facebook.com/359397648237827","CDU_FB_BTW21"
"Claudia Pechstein","ClaudiPechstein","https://www.facebook.com/1313834018646607","CDU_FB_BTW21"
"Vera Huber","v.huber14","https://www.facebook.com/305715759594123","CDU_FB_BTW21"
"Hans-Georg Maaßen","HansGeorgMaassen","https://www.facebook.com/103161474449048","CDU_FB_BTW21"
"Christine Schnittker,mdbb","christineschnittkermdbb","https://www.facebook.com/370707947042439","CDU_FB_BTW21"
"Georg-Ludwig von Breitenbuch","vonBreitenbuch","https://www.facebook.com/445380536040850","CDU_FB_BTW21"
"Andrea Schmitt","Andreaschmittcdu","https://www.facebook.com/579879259374633","CDU_FB_BTW21"
"Alexander Föhr","foehr2021","https://www.facebook.com/104193911429968","CDU_FB_BTW21"
"Kristina","Phan113115","https://www.facebook.com/100364482146007","CDU_FB_BTW21"
"Florian Oest","florianoest","https://www.facebook.com/103129798545640","CDU_FB_BTW21"
"Joe Chialo","joe.chialo","https://www.facebook.com/105462431300420","CDU_FB_BTW21"
"Jessica Heller","Jessica.Heller.Leipzig","https://www.facebook.com/101883328259311","CDU_FB_BTW21"
"Markus Niggemann","niggemann.markus","https://www.facebook.com/104743904867134","CDU_FB_BTW21"
"Christoph Jansen","christophjansen2021","https://www.facebook.com/102006748744234","CDU_FB_BTW21"
"Wiebke Winter","WiebkeWinterHB","https://www.facebook.com/101889315269599","CDU_FB_BTW21"
"Dr. Wolfgang Schäuble","dr.wolfgangschaeuble","https://www.facebook.com/1815469942105734","CDU_FB_BTW21"
"Martin Schuster","martinschusterbuende","https://www.facebook.com/150269422347980","CDU_FB_BTW21"
"Fabian Schütz","fabianschuetzcdu","https://www.facebook.com/100411488869370","CDU_FB_BTW21"
"Johannes Wiegelmann","wiegelmann.johannes","https://www.facebook.com/100659678605980","CDU_FB_BTW21"
"Thomas Peters","peterscdu","https://www.facebook.com/100174115089876","CDU_FB_BTW21"
"Hartmut Ziebs","HartmutZiebsEN","https://www.facebook.com/358671468154720","CDU_FB_BTW21"
"Joachim Ebmeyer","jsebmeyer","https://www.facebook.com/113788420487876","CDU_FB_BTW21"
"Andreas Kinder","politikingera","https://www.facebook.com/503934823093680","CDU_FB_BTW21"
"Laura Rosen","LauraRosenGE","https://www.facebook.com/101323212019176","CDU_FB_BTW21"
"Lars Ehm","LarsEhm.CDU","https://www.facebook.com/162038528840905","CDU_FB_BTW21"
"Caroline Lünenschloss","CarolineLuenenschloss","https://www.facebook.com/106321204948377","CDU_FB_BTW21"
"Angelika Westerwelle","angelikawesterwelle2609","https://www.facebook.com/108064841437070","CDU_FB_BTW21"
"Sybille Möller-Fiedler","","https://www.facebook.com/1527071830901345","CDU_FB_BTW21"
"Florian Bilic","bilic.florian","https://www.facebook.com/101162925090730","CDU_FB_BTW21"
"Michael Depenbrock - CDU Do","depenbrock.michael","https://www.facebook.com/101071721399989","CDU_FB_BTW21"
"Katrin Schulze Zurmussen","KatrinSchulzeZurmussen","https://www.facebook.com/103739191530619","CDU_FB_BTW21"
"Uwe Schneider","","https://www.facebook.com/102430488458375","CDU_FB_BTW21"
"Sandra von Möller","sandra.vonmoller","https://www.facebook.com/sandra.vonmoller","CDU_FB_BTW21"
"Dr. Sebastian Rick","Dr.SebastianRick","https://www.facebook.com/409518213198200","CDU_FB_BTW21"
"Axel Kaufmann","axel.kaufmann.ffm","https://www.facebook.com/109552511171367","CDU_FB_BTW21"
"ThomasMüller.nrw","thomasmueller.nrw","https://www.facebook.com/108202834152341","CDU_FB_BTW21"
"Dr. Alessandro Pagella","DrPagella","https://www.facebook.com/106477744487682","CDU_FB_BTW21"
"Julia Reznitcaia","","https://www.facebook.com/103747738198648","CDU_FB_BTW21"
"Dr. Joachim Kleen","KleenColdinne","https://www.facebook.com/108211391132298","CDU_FB_BTW21"
"Olaf Lichy","lichy.laatzen","https://www.facebook.com/1562253947385406","CDU_FB_BTW21"
"Nikolaus Poppitz","NikolausPoppitz","https://www.facebook.com/894039784120661","CDU_FB_BTW21"
"Katharina Schuwalski","katharina.schuwalski","https://www.facebook.com/katharina.schuwalski","CDU_FB_BTW21"
"Anja Weisgerber","anjaweisgerber","https://www.facebook.com/123317111021370","CSU_FB_BTW21"
"Erich Irlstorfer","ErichIrlstorferMdB","https://www.facebook.com/1263509730403029","CSU_FB_BTW21"
"Daniela Ludwig","daniela.ludwig.bundestag","https://www.facebook.com/351364005000140","CSU_FB_BTW21"
"Sebastian Brehm","sebastianbrehm.de","https://www.facebook.com/138987483307740","CSU_FB_BTW21"
"Volker Ullrich","ullrich.volker","https://www.facebook.com/249601011844044","CSU_FB_BTW21"
"Thomas Silberhorn","ThomasSilberhornMdB","https://www.facebook.com/1667682606803909","CSU_FB_BTW21"
"Andreas Scheuer","Andreas.Scheuer","https://www.facebook.com/127608807419079","CSU_FB_BTW21"
"Jonas Geissler","JonasGeissler1984","https://www.facebook.com/107599588210185","CSU_FB_BTW21"
"Martina Englhardt-Kopf","englhardtkopf","https://www.facebook.com/100143048926878","CSU_FB_BTW21"
"Peter Aumer","PeAumer","https://www.facebook.com/272174299602455","CSU_FB_BTW21"
"Michael Frieser","michael.frieser.csu","https://www.facebook.com/1636686689918879","CSU_FB_BTW21"
"Andreas Lenz","andreas.lenz.bundestag","https://www.facebook.com/163923497121139","CSU_FB_BTW21"
"Florian Hahn","florian.hahn.3766","https://www.facebook.com/291644800982357","CSU_FB_BTW21"
"Andrea Lindholz","andrea.lindholz","https://www.facebook.com/409561472408666","CSU_FB_BTW21"
"Alois Rainer","","https://www.facebook.com/516782058376475","CSU_FB_BTW21"
"Stefan Müller","smuellermdb","https://www.facebook.com/1501825416754537","CSU_FB_BTW21"
"Thomas Erndl MdB","Thomas.Erndl.Bayern","https://www.facebook.com/278699465908771","CSU_FB_BTW21"
"Stephan Stracke, MdB","Stracke.Bundestag","https://www.facebook.com/249998031779294","CSU_FB_BTW21"
"Katrin Staffler MdB","katrinstaffler","https://www.facebook.com/1145118288919890","CSU_FB_BTW21"
"Tobias Winkler","TobiasWinklerMdB","https://www.facebook.com/100471655645989","CSU_FB_BTW21"
"Mechthilde Wittmann","mechthilde.wittmann","https://www.facebook.com/528479290600740","CSU_FB_BTW21"
"Artur Auernhammer","AuernhammerMdB","https://www.facebook.com/233549693475148","CSU_FB_BTW21"
"Emmi Zeulner","ZeulnerEmmi","https://www.facebook.com/146147165545321","CSU_FB_BTW21"
"Silke Launert","launert.silke","https://www.facebook.com/401006200007303","CSU_FB_BTW21"
"Ulrich Lange","mdb.ulrich.lange","https://www.facebook.com/108711250576241","CSU_FB_BTW21"
"Albert Rupprecht","AlbertRupprechtMdB","https://www.facebook.com/100625493385","CSU_FB_BTW21"
"Hansjörg Durz","Hansjoerg.Durz","https://www.facebook.com/608651842489093","CSU_FB_BTW21"
"Reinhard Brandl","ReinhardBrandlMdB","https://www.facebook.com/326547101058452","CSU_FB_BTW21"
"Stephan Pilsinger, MdB","StephanNPilsinger","https://www.facebook.com/1299185570141113","CSU_FB_BTW21"
"Alexander Radwan","alexanderradwanmdb","https://www.facebook.com/740593499286362","CSU_FB_BTW21"
"Max Straubinger, MdB","MaxStraubinger54","https://www.facebook.com/286757068024167","CSU_FB_BTW21"
"Bernhard Loos, MdB","bernhard.loos.bundestag","https://www.facebook.com/224385594673898","CSU_FB_BTW21"
"Hans-Peter Friedrich, CSU","HansPeterFriedrichCSU","https://www.facebook.com/105589846177501","CSU_FB_BTW21"
"Peter Ramsauer","PeterRamsauer","https://www.facebook.com/111747124676","CSU_FB_BTW21"
"Dorothee Bär, MdB","DorotheeBaerMdB","https://www.facebook.com/84588674291","CSU_FB_BTW21"
"Dr. Bernd Fabritius","bdv.fabritius","https://www.facebook.com/1454097914816029","CSU_FB_BTW21"
"Wolfgang Stefinger, MdB","wolfgangstefinger","https://www.facebook.com/353630558075336","CSU_FB_BTW21"
"Gudrun Zollner, MdB a.D.","mdb.gudrun.zollner","https://www.facebook.com/711431662229760","CSU_FB_BTW21"
"Michael Kuffer","michael.kuffer","https://www.facebook.com/415265698805869","CSU_FB_BTW21"
"Stefan Kluge","StefanKlugeLandshut","https://www.facebook.com/1446752135544633","CSU_FB_BTW21"
"Florian Fleig - Ihr Bürgermeisterkandidat für Friedberg","florianfleigkandidat","https://www.facebook.com/632455533483887","CSU_FB_BTW21"
"Tina Pickert","pickert","https://www.facebook.com/224937954941133","CSU_FB_BTW21"
"Cem Özdemir","Cem","https://www.facebook.com/36379612880","DIEGRUENEN_FB_BTW21"
"Annalena Baerbock","abaerbock","https://www.facebook.com/1675394899406675","DIEGRUENEN_FB_BTW21"
"Sven Lehmann","SvenLehmannMdB","https://www.facebook.com/103380881643592","DIEGRUENEN_FB_BTW21"
"Ophelia Nick","Ophelia.Nick","https://www.facebook.com/629950074295425","DIEGRUENEN_FB_BTW21"
"Renate Künast","renate.kuenast","https://www.facebook.com/90022819050","DIEGRUENEN_FB_BTW21"
"Konstantin von Notz","KonstantinNotz","https://www.facebook.com/1057395874293125","DIEGRUENEN_FB_BTW21"
"Claudia Roth","Roth","https://www.facebook.com/80635590663","DIEGRUENEN_FB_BTW21"
"Dieter Janecek","DieterJanecekBundestag","https://www.facebook.com/1413144042061112","DIEGRUENEN_FB_BTW21"
"Ulle Schauws","ulleschauwsmdb","https://www.facebook.com/386377278159647","DIEGRUENEN_FB_BTW21"
"Canan Bayram","ErststimmeBayram","https://www.facebook.com/169703019755684","DIEGRUENEN_FB_BTW21"
"Anton Hofreiter","anton.hofreiter","https://www.facebook.com/598216760241817","DIEGRUENEN_FB_BTW21"
"Omid Nouripour","nouripour1","https://www.facebook.com/335200473236919","DIEGRUENEN_FB_BTW21"
"Kirsten Kappert-Gonther","KappertGonther","https://www.facebook.com/234233933684975","DIEGRUENEN_FB_BTW21"
"Lisa Badum","BadumLisa","https://www.facebook.com/99489241160","DIEGRUENEN_FB_BTW21"
"Kai Gehring","kai.gehring","https://www.facebook.com/93711056469","DIEGRUENEN_FB_BTW21"
"Britta Haßelmann","britta.hasselmann","https://www.facebook.com/230695653794643","DIEGRUENEN_FB_BTW21"
"Emilia ""Milla"" Fester","EmiliaMillaFester","https://www.facebook.com/104827265060934","DIEGRUENEN_FB_BTW21"
"Michael Kellner","michael.kellner.524","https://www.facebook.com/337055499789559","DIEGRUENEN_FB_BTW21"
"Bruno Hönel","BrunoHoenelMdB","https://www.facebook.com/293583127818452","DIEGRUENEN_FB_BTW21"
"Franziska Brantner","fbrantner","https://www.facebook.com/169458386402344","DIEGRUENEN_FB_BTW21"
"Katrin Göring-Eckardt","GoeringEckardt","https://www.facebook.com/60074915591","DIEGRUENEN_FB_BTW21"
"Lisa Paus","lisa.paus","https://www.facebook.com/554919787966650","DIEGRUENEN_FB_BTW21"
"Stefan Gelbhaar","Gelbhaar","https://www.facebook.com/129289704426208","DIEGRUENEN_FB_BTW21"
"Filiz Polat","Filiz.Polat.Bundestag","https://www.facebook.com/167292313732467","DIEGRUENEN_FB_BTW21"
"Harald Ebner","harald.ebner","https://www.facebook.com/1055019650","DIEGRUENEN_FB_BTW21"
"Chantal Kopf","ChantalKopfFreiburg","https://www.facebook.com/104440024870878","DIEGRUENEN_FB_BTW21"
"Jamila Schäfer","jamila.schafer","https://www.facebook.com/jamila.schafer","DIEGRUENEN_FB_BTW21"
"Lamya Kaddor","lamya.kaddor","https://www.facebook.com/lamya.kaddor","DIEGRUENEN_FB_BTW21"
"Erhard Grundl, MdB","grundl.erhard","https://www.facebook.com/179806689429725","DIEGRUENEN_FB_BTW21"
"Chris Kühn","christian.kuehn.tuebingen","https://www.facebook.com/christian.kuehn.tuebingen","DIEGRUENEN_FB_BTW21"
"Julia Verlinden","jul.verlinden","https://www.facebook.com/528410977196029","DIEGRUENEN_FB_BTW21"
"Johannes Wagner","hannes.wagner.coburg","https://www.facebook.com/102419735008984","DIEGRUENEN_FB_BTW21"
"Niklas Wagener","niklaswagener.aschaffenburg","https://www.facebook.com/103255548236109","DIEGRUENEN_FB_BTW21"
"Marlene Schönberger","SchoenbergerMarlene","https://www.facebook.com/564894743865676","DIEGRUENEN_FB_BTW21"
"Beate Müller-Gemmeke","gruenebeate","https://www.facebook.com/1432479903663310","DIEGRUENEN_FB_BTW21"
"Matthias Gastel","matthias.gastel.1","https://www.facebook.com/100001102271113","DIEGRUENEN_FB_BTW21"
"Kassem Taher Saleh","MdB.Kassem.TaherSaleh","https://www.facebook.com/107969381083059","DIEGRUENEN_FB_BTW21"
"MdB Boris Mijatovic","mdb.boris.mijatovic","https://www.facebook.com/667357703437091","DIEGRUENEN_FB_BTW21"
"Sina M. Beckmann","sinabeckmanngruene","https://www.facebook.com/101826148568295","DIEGRUENEN_FB_BTW21"
"Philip Krämer, MdB","kraemer.philip","https://www.facebook.com/213543232717173","DIEGRUENEN_FB_BTW21"
"Andrea Rauch","andrea.rauch.volkach","https://www.facebook.com/110055753770128","DIEGRUENEN_FB_BTW21"
"Michael Gwosdz","gwosdzmichael","https://www.facebook.com/120624218011424","DIEGRUENEN_FB_BTW21"
"Luise Amtsberg","LuiseAmtsberg","https://www.facebook.com/1385001921534931","DIEGRUENEN_FB_BTW21"
"Deborah Düring","DeborahDuering","https://www.facebook.com/322235575150754","DIEGRUENEN_FB_BTW21"
